320.87,280.79,1.0692
324.6,288.34,1.1122
328.27,296.7,1.157
331.85,305.73,1.1933
335.55,316.13,1.2294
339.12,327.16,1.2575
342.68,338.79,1.2737
346.21,352.12,1.3123
349.93,366.48,1.3169
353.67,383.22,1.3509
357.3,398.53,1.3381
361.05,408.89,1.2235
364.71,411.87,0.6829
368.28,407.74,-0.85758
371.96,398.91,-1.1757
375.38,376.26,-1.421
376.79,361.08,-1.4784
376.89,359.61,-1.4982
376.56,348.72,4.6163
376.47,347.71,4.5832
375.04,336.7,4.5196
371.32,317.64,4.4289
367.6,304.86,4.453
364.09,291.64,4.4395
360.42,278.56,4.4489
357,265.87,4.445
353.28,252.28,4.4367
349.71,239.65,4.4543
346.05,225.8,4.4301
342.4,213.23,4.4824
338.85,198.06,4.5371
336.08,182.42,4.6085
334.44,166.61,4.6608
333.51,148.69,4.6815
333.16,137.4,4.6916
332.78,119.28,4.6658
331.94,101.21,4.6099
330.44,86.615,4.5609
327.83,69.484,4.4665
324.32,55.53,4.366
320.63,45.296,4.1415
317.01,39.654,3.8861
313.29,36.227,3.7407
309.34,33.531,3.6722
305.92,31.527,3.7823
302.03,28.622,3.6303
298.43,26.711,3.5132
295.17,25.439,3.4318
290.39,24.011,3.3687
286.16,23.033,2.8743
281.85,24.212,2.7404
277.58,26.023,2.7163
274.36,27.484,2.5051
270.38,30.422,2.3664
266.64,34.086,2.285
263.08,38.197,2.2186
259.43,43.019,2.1409
255.83,48.638,2.0807
252.22,55.088,2.0271
248.71,62.235,1.9972
245.15,70.079,1.9507
241.59,78.989,1.9075
238.07,89.059,1.8861
234.45,100.14,1.8528
230.87,112.51,1.8223
227.37,126.11,1.8003
223.72,141.73,1.7774
220.45,157.38,1.7548
217.55,172.96,1.7358
214.88,188.99,1.72
212.49,204.85,1.7066
210.33,220.69,1.6912
208.42,236.45,1.6758
206.78,252.03,1.6647
205.28,268,1.6558
203.91,283.97,1.6392
202.75,300.91,1.6352
201.78,315.94,1.616
200.98,333.73,1.6113
200.37,348.7,1.6095
199.87,361.7,1.6027
199.28,380.3,1.6317
198.35,395.44,1.6714
196.67,412.12,1.7382
194,427.9,1.8217
190.53,441.47,1.9396
186.74,451.26,2.1724
182.96,456.77,2.5325
179.48,459.2,3.1308
176.12,459.24,3.1335
172.72,459.26,3.1582
169.35,459.21,3.1456
165.96,459.19,3.138
162.58,459.21,3.1485
159.2,459.18,3.1347
155.82,459.21,3.1469
152.43,459.19,3.1383
149.05,459.2,3.1432
145.67,459.19,3.1411
142.28,459.2,3.1413
138.9,459.2,3.1422
135.52,459.19,3.141
132.14,459.2,3.1421
128.75,459.2,3.1412
125.37,459.2,3.1418
121.99,459.2,3.1415
118.6,459.2,3.1416
115.22,459.2,3.1416
111.84,459.2,3.1416
108.45,459.2,3.1416
105.07,459.2,3.1416
101.69,459.2,3.1416
98.304,459.2,3.1416
94.921,459.2,3.1416
91.538,459.2,3.1415
88.155,459.2,3.1418
84.772,459.2,3.1413
81.388,459.2,3.1421
78.005,459.2,3.141
74.622,459.2,3.1421
71.239,459.2,3.1413
67.856,459.2,3.1413
64.473,459.2,3.143
61.09,459.19,3.1387
57.707,459.2,3.1463
54.324,459.19,3.1353
50.94,459.21,3.1485
47.559,459.18,3.1362
44.173,459.2,3.1416
40.795,459.2,3.152
37.406,459.17,3.1156
34.028,459.26,3.1837
30.643,459.11,3.0918
27.255,459.28,3.24
23.894,458.95,3.0459
20.473,459.28,3.2905
17.143,458.78,2.7443
13.627,460.25,1.8401
9.9018,473.75,1.7954
5.7836,491.77,3.1416
